"ensembl_transcript_id","mgi_symbol","transcript_biotype","description"
"ENSMUST00000059462","Chmp3","protein_coding","charged multivesicular body protein 3 [Source:MGI Symbol;Acc:MGI:1913950]"
"ENSMUST00000065364","Chmp3","protein_coding","charged multivesicular body protein 3 [Source:MGI Symbol;Acc:MGI:1913950]"
"ENSMUST00000067888","Tpk1","protein_coding","thiamine pyrophosphokinase [Source:MGI Symbol;Acc:MGI:1352500]"
"ENSMUST00000203649","Tpk1","protein_coding_CDS_not_defined","thiamine pyrophosphokinase [Source:MGI Symbol;Acc:MGI:1352500]"
"ENSMUST00000114644","Tpk1","protein_coding","thiamine pyrophosphokinase [Source:MGI Symbol;Acc:MGI:1352500]"
"ENSMUST00000141401","Podxl2","protein_coding_CDS_not_defined","podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]"
"ENSMUST00000038409","Podxl2","protein_coding","podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]"
"ENSMUST00000205158","Podxl2","retained_intron","podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]"
"ENSMUST00000153852","Podxl2","retained_intron","podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]"
"ENSMUST00000197944","Gm43359","TEC","predicted gene 43359 [Source:MGI Symbol;Acc:MGI:5663496]"
"ENSMUST00000197656","Gm43360","TEC","predicted gene 43360 [Source:MGI Symbol;Acc:MGI:5663497]"
"ENSMUST00000053287","Usp42","protein_coding","ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050]"
"ENSMUST00000141225","Usp42","protein_coding_CDS_not_defined","ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050]"
"ENSMUST00000155408","Usp42","retained_intron","ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050]"
"ENSMUST00000199100","Cntnap2","protein_coding","contactin associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1914047]"
"ENSMUST00000060839","Cntnap2","protein_coding","contactin associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1914047]"
"ENSMUST00000199080","Gm42503","TEC","predicted gene 42503 [Source:MGI Symbol;Acc:MGI:5662640]"
"ENSMUST00000154728","Guf1","nonsense_mediated_decay","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000132169","Guf1","nonsense_mediated_decay","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000087228","Guf1","protein_coding","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000031113","Guf1","protein_coding","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000173205","Guf1","protein_coding","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000125660","Guf1","retained_intron","GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]"
"ENSMUST00000204853","Gm43874","TEC","predicted gene, 43874 [Source:MGI Symbol;Acc:MGI:5690266]"
"ENSMUST00000203831","Gm43876","TEC","predicted gene, 43876 [Source:MGI Symbol;Acc:MGI:5690268]"
"ENSMUST00000204727","Gm43887","TEC","predicted gene, 43887 [Source:MGI Symbol;Acc:MGI:5690279]"
"ENSMUST00000205102","Gm43870","TEC","predicted gene, 43870 [Source:MGI Symbol;Acc:MGI:5690262]"
"ENSMUST00000100487","Eif2ak1","protein_coding","eukaryotic translation initiation factor 2 alpha kinase 1 [Source:MGI Symbol;Acc:MGI:1353448]"
"ENSMUST00000031426","Ift81","protein_coding","intraflagellar transport 81 [Source:MGI Symbol;Acc:MGI:1098597]"
"ENSMUST00000135956","Ift81","retained_intron","intraflagellar transport 81 [Source:MGI Symbol;Acc:MGI:1098597]"
"ENSMUST00000139590","Ift81","protein_coding","intraflagellar transport 81 [Source:MGI Symbol;Acc:MGI:1098597]"
"ENSMUST00000197208","Gm43541","TEC","predicted gene 43541 [Source:MGI Symbol;Acc:MGI:5663678]"
"ENSMUST00000139632","Gnpda2","nonsense_mediated_decay","glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]"
"ENSMUST00000166298","Gnpda2","protein_coding","glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]"
"ENSMUST00000173927","Gnpda2","protein_coding","glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]"
"ENSMUST00000200644","Gm42653","TEC","predicted gene 42653 [Source:MGI Symbol;Acc:MGI:5662790]"
"ENSMUST00000199705","Gabrg1","protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]"
"ENSMUST00000197284","Gabra2","protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"
"ENSMUST00000198625","Gabra2","nonsense_mediated_decay","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"
"ENSMUST00000203210","Cd163","retained_intron","CD163 antigen [Source:MGI Symbol;Acc:MGI:2135946]"
"ENSMUST00000031121","Gabra4","protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4 [Source:MGI Symbol;Acc:MGI:95616]"
"ENSMUST00000100737","P2rx7","protein_coding","purinergic receptor P2X, ligand-gated ion channel, 7 [Source:MGI Symbol;Acc:MGI:1339957]"
"ENSMUST00000121489","P2rx7","protein_coding","purinergic receptor P2X, ligand-gated ion channel, 7 [Source:MGI Symbol;Acc:MGI:1339957]"
"ENSMUST00000197042","P2rx7","retained_intron","purinergic receptor P2X, ligand-gated ion channel, 7 [Source:MGI Symbol;Acc:MGI:1339957]"
"ENSMUST00000182751","Rbpj-ps3","processed_pseudogene","recombination signal binding protein for immunoglobulin kappa J region, pseudogene 3 [Source:MGI Symbol;Acc:MGI:96525]"
"ENSMUST00000203845","Gm44007","TEC","predicted gene, 44007 [Source:MGI Symbol;Acc:MGI:5690399]"
"ENSMUST00000065509","Kdm3a","protein_coding","lysine (K)-specific demethylase 3A [Source:MGI Symbol;Acc:MGI:98847]"
"ENSMUST00000207023","Kdm3a","protein_coding","lysine (K)-specific demethylase 3A [Source:MGI Symbol;Acc:MGI:98847]"
"ENSMUST00000206339","Kdm3a","retained_intron","lysine (K)-specific demethylase 3A [Source:MGI Symbol;Acc:MGI:98847]"
"ENSMUST00000205505","Kdm3a","retained_intron","lysine (K)-specific demethylase 3A [Source:MGI Symbol;Acc:MGI:98847]"
"ENSMUST00000167220","Kdm3a","protein_coding","lysine (K)-specific demethylase 3A [Source:MGI Symbol;Acc:MGI:98847]"
"ENSMUST00000058011","Mcm2","protein_coding","minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]"
"ENSMUST00000204365","Mcm2","retained_intron","minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]"
"ENSMUST00000032419","Cmas","protein_coding","cytidine monophospho-N-acetylneuraminic acid synthetase [Source:MGI Symbol;Acc:MGI:1337124]"
"ENSMUST00000121469","Reep1","protein_coding","receptor accessory protein 1 [Source:MGI Symbol;Acc:MGI:1098827]"
"ENSMUST00000212631","Reep1","protein_coding","receptor accessory protein 1 [Source:MGI Symbol;Acc:MGI:1098827]"
"ENSMUST00000206120","Gm44769","TEC","predicted gene 44769 [Source:MGI Symbol;Acc:MGI:5753345]"
"ENSMUST00000205395","Gm44770","TEC","predicted gene 44770 [Source:MGI Symbol;Acc:MGI:5753346]"
"ENSMUST00000065103","Mrpl35","protein_coding","mitochondrial ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913473]"
"ENSMUST00000205435","Mrpl35","nonsense_mediated_decay","mitochondrial ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913473]"
"ENSMUST00000086854","Mapk10","protein_coding","mitogen-activated protein kinase 10 [Source:MGI Symbol;Acc:MGI:1346863]"
"ENSMUST00000128869","Mapk10","protein_coding","mitogen-activated protein kinase 10 [Source:MGI Symbol;Acc:MGI:1346863]"
"ENSMUST00000206975","Gm44771","TEC","predicted gene 44771 [Source:MGI Symbol;Acc:MGI:5753347]"
"ENSMUST00000032421","St8sia1","protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:106011]"
"ENSMUST00000031697","Cul1","protein_coding","cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]"
"ENSMUST00000143941","Cul1","protein_coding","cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]"
"ENSMUST00000126877","Cul1","protein_coding_CDS_not_defined","cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]"
"ENSMUST00000112530","Pex5","protein_coding","peroxisomal biogenesis factor 5 [Source:MGI Symbol;Acc:MGI:1098808]"
"ENSMUST00000112531","Pex5","protein_coding","peroxisomal biogenesis factor 5 [Source:MGI Symbol;Acc:MGI:1098808]"
"ENSMUST00000204765","Tpra1","protein_coding","transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]"
"ENSMUST00000129979","Tpra1","nonsense_mediated_decay","transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]"
"ENSMUST00000199275","Gm43789","TEC","predicted gene 43789 [Source:MGI Symbol;Acc:MGI:5663926]"
"ENSMUST00000031122","Gabrb1","protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 [Source:MGI Symbol;Acc:MGI:95619]"
"ENSMUST00000199398","Gm38562","lncRNA","predicted gene, 38562 [Source:MGI Symbol;Acc:MGI:5621447]"
"ENSMUST00000200007","5430427N15Rik","lncRNA","RIKEN cDNA 5430427N15 gene [Source:MGI Symbol;Acc:MGI:2441699]"
"ENSMUST00000199412","Ptpn13","retained_intron","protein tyrosine phosphatase, non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]"
"ENSMUST00000196014","Ptpn13","nonsense_mediated_decay","protein tyrosine phosphatase, non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]"
"ENSMUST00000048957","Ptpn13","protein_coding","protein tyrosine phosphatase, non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]"
"ENSMUST00000200581","Ptpn13","retained_intron","protein tyrosine phosphatase, non-receptor type 13 [Source:MGI Symbol;Acc:MGI:103293]"
"ENSMUST00000205229","Gm44178","TEC","predicted gene, 44178 [Source:MGI Symbol;Acc:MGI:5690570]"
"ENSMUST00000112523","Clstn3","protein_coding","calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323]"
"ENSMUST00000196721","Gm43546","TEC","predicted gene 43546 [Source:MGI Symbol;Acc:MGI:5663683]"
"ENSMUST00000060747","Bhlha15","protein_coding","basic helix-loop-helix family, member a15 [Source:MGI Symbol;Acc:MGI:891976]"
"ENSMUST00000203171","Gm44096","lncRNA","predicted gene, 44096 [Source:MGI Symbol;Acc:MGI:5690488]"
"ENSMUST00000049124","C1rl","protein_coding","complement component 1, r subcomponent-like [Source:MGI Symbol;Acc:MGI:2660692]"
"ENSMUST00000068593","C1ra","protein_coding","complement component 1, r subcomponent A [Source:MGI Symbol;Acc:MGI:1355313]"
"ENSMUST00000114449","Maea","protein_coding","macrophage erythroblast attacher [Source:MGI Symbol;Acc:MGI:1891748]"
"ENSMUST00000031668","Col1a2","protein_coding","collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"
"ENSMUST00000148864","Col1a2","retained_intron","collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"
"ENSMUST00000085701","Tecpr1","protein_coding","tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631]"
"ENSMUST00000153103","Tecpr1","retained_intron","tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631]"
"ENSMUST00000031429","P2rx4","protein_coding","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]"
"ENSMUST00000195963","P2rx4","retained_intron","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]"
"ENSMUST00000081554","P2rx4","protein_coding","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]"
"ENSMUST00000132062","P2rx4","retained_intron","purinergic receptor P2X, ligand-gated ion channel 4 [Source:MGI Symbol;Acc:MGI:1338859]"
"ENSMUST00000124015","2900089D17Rik","lncRNA","RIKEN cDNA 2900089D17 gene [Source:MGI Symbol;Acc:MGI:1914527]"
"ENSMUST00000160505","C1s1","protein_coding","complement component 1, s subcomponent 1 [Source:MGI Symbol;Acc:MGI:1355312]"
"ENSMUST00000162443","C1s1","protein_coding","complement component 1, s subcomponent 1 [Source:MGI Symbol;Acc:MGI:1355312]"
"ENSMUST00000163139","Plxna1","protein_coding","plexin A1 [Source:MGI Symbol;Acc:MGI:107685]"
"ENSMUST00000110695","Bri3","protein_coding","brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]"
"ENSMUST00000056578","Bri3","protein_coding","brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]"
"ENSMUST00000055190","Baiap2l1","protein_coding","BAI1-associated protein 2-like 1 [Source:MGI Symbol;Acc:MGI:1914148]"
"ENSMUST00000198873","Gm15708","lncRNA","predicted gene 15708 [Source:MGI Symbol;Acc:MGI:3783149]"
"ENSMUST00000126335","Aff1","retained_intron","AF4/FMR2 family, member 1 [Source:MGI Symbol;Acc:MGI:1100819]"
"ENSMUST00000054979","Aff1","protein_coding","AF4/FMR2 family, member 1 [Source:MGI Symbol;Acc:MGI:1100819]"
"ENSMUST00000204243","Ezh2","protein_coding","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000114616","Ezh2","protein_coding","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000171614","Ezh2","retained_intron","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000164006","Ezh2","nonsense_mediated_decay","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000167278","Ezh2","nonsense_mediated_decay","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000169889","Ezh2","nonsense_mediated_decay","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000133043","Ezh2","protein_coding","enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:107940]"
"ENSMUST00000071782","Nptx2","protein_coding","neuronal pentraxin 2 [Source:MGI Symbol;Acc:MGI:1858209]"
"ENSMUST00000061446","Tmem130","protein_coding","transmembrane protein 130 [Source:MGI Symbol;Acc:MGI:3607706]"
"ENSMUST00000135318","Nfxl1","nonsense_mediated_decay","nuclear transcription factor, X-box binding-like 1 [Source:MGI Symbol;Acc:MGI:1923646]"
"ENSMUST00000112811","Klhl8","protein_coding","kelch-like 8 [Source:MGI Symbol;Acc:MGI:2179430]"
"ENSMUST00000131843","Klhl8","nonsense_mediated_decay","kelch-like 8 [Source:MGI Symbol;Acc:MGI:2179430]"
"ENSMUST00000197729","Gm43547","TEC","predicted gene 43547 [Source:MGI Symbol;Acc:MGI:5663684]"
"ENSMUST00000083767","Rny1","misc_RNA","RNA, Y1 small cytoplasmic, Ro-associated [Source:MGI Symbol;Acc:MGI:97995]"
"ENSMUST00000077290","Pdia4","protein_coding","protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]"
"ENSMUST00000032172","Chchd6","protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348]"
"ENSMUST00000113550","Chchd6","protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:MGI Symbol;Acc:MGI:1913348]"
"ENSMUST00000048118","Hsd17b13","protein_coding","hydroxysteroid (17-beta) dehydrogenase 13 [Source:MGI Symbol;Acc:MGI:2140804]"
"ENSMUST00000080603","Rpl35a-ps7","processed_pseudogene","ribosomal protein L35A, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3781346]"
"ENSMUST00000058844","Zfp786","protein_coding","zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]"
"ENSMUST00000143979","Zfp786","protein_coding_CDS_not_defined","zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]"
"ENSMUST00000204984","Zfp786","retained_intron","zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]"
"ENSMUST00000146202","Zfp398","retained_intron","zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856]"
"ENSMUST00000079881","Zfp398","protein_coding","zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856]"
"ENSMUST00000114598","Zfp398","protein_coding","zinc finger protein 398 [Source:MGI Symbol;Acc:MGI:1917856]"
"ENSMUST00000061890","Zfp282","protein_coding","zinc finger protein 282 [Source:MGI Symbol;Acc:MGI:2141413]"
"ENSMUST00000064062","Immt","protein_coding","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000166975","Immt","protein_coding","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000114151","Immt","protein_coding","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000166938","Immt","protein_coding","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000205371","Immt","retained_intron","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000207015","Immt","retained_intron","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000205628","Immt","protein_coding","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"ENSMUST00000111668","Camkk2","protein_coding","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"ENSMUST00000200109","Camkk2","protein_coding","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"ENSMUST00000198029","Camkk2","protein_coding","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"ENSMUST00000199830","Camkk2","retained_intron","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"ENSMUST00000196742","Camkk2","protein_coding","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]"
"ENSMUST00000009411","Zfp212","protein_coding","Zinc finger protein 212 [Source:MGI Symbol;Acc:MGI:2682609]"
"ENSMUST00000000828","Txnrd3","protein_coding","thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]"
"ENSMUST00000101171","Txnrd3","protein_coding","thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]"
"ENSMUST00000031251","Hsd17b11","protein_coding","hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821]"
"ENSMUST00000196765","Gm43545","TEC","predicted gene 43545 [Source:MGI Symbol;Acc:MGI:5663682]"
"ENSMUST00000199279","Gm43684","TEC","predicted gene 43684 [Source:MGI Symbol;Acc:MGI:5663821]"
"ENSMUST00000031250","Nudt9","protein_coding","nudix hydrolase 9 [Source:MGI Symbol;Acc:MGI:1921417]"
"ENSMUST00000101445","Zfp956","protein_coding","zinc finger protein 956 [Source:MGI Symbol;Acc:MGI:2141515]"
"ENSMUST00000140719","Zfp956","nonsense_mediated_decay","zinc finger protein 956 [Source:MGI Symbol;Acc:MGI:2141515]"
"ENSMUST00000227888","Vmn1r44","protein_coding","vomeronasal 1 receptor 44 [Source:MGI Symbol;Acc:MGI:2148517]"
"ENSMUST00000095944","Zfp777","protein_coding","zinc finger protein 777 [Source:MGI Symbol;Acc:MGI:1919556]"
"ENSMUST00000114583","Zfp777","protein_coding","zinc finger protein 777 [Source:MGI Symbol;Acc:MGI:1919556]"
"ENSMUST00000205269","Ptcd3","retained_intron","pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"
"ENSMUST00000082094","Ptcd3","protein_coding","pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"
"ENSMUST00000031249","Sparcl1","protein_coding","SPARC-like 1 [Source:MGI Symbol;Acc:MGI:108110]"
"ENSMUST00000205088","Vmn1r46","protein_coding","vomeronasal 1 receptor 46 [Source:MGI Symbol;Acc:MGI:2148519]"
"ENSMUST00000073124","Zfp746","protein_coding","zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478]"
"ENSMUST00000203609","Zfp746","protein_coding","zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478]"
"ENSMUST00000204771","Zfp746","retained_intron","zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478]"
"ENSMUST00000203994","Zfp746","retained_intron","zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478]"
"ENSMUST00000180741","Gm16630","lncRNA","predicted gene, 16630 [Source:MGI Symbol;Acc:MGI:4439554]"
"ENSMUST00000111758","C2cd5","protein_coding","C2 calcium-dependent domain containing 5 [Source:MGI Symbol;Acc:MGI:1921991]"
"ENSMUST00000203349","C2cd5","retained_intron","C2 calcium-dependent domain containing 5 [Source:MGI Symbol;Acc:MGI:1921991]"
"ENSMUST00000204967","C2cd5","retained_intron","C2 calcium-dependent domain containing 5 [Source:MGI Symbol;Acc:MGI:1921991]"
